order_id,line_no,order_time,customer_id,product_id,quantity,unit_price,discount_rate,status,channel
O000136,1,2026-01-03T16:18,C0479,P040,1,44000,0.0,completed,app
O000137,1,2026-01-03T16:01,C0006,P001,1,193000,0.0,completed,app
O000138,1,2026-01-03T17:07,C0411,P043,1,91000,0.0,completed,web
O000138,2,2026-01-03T17:07,C0411,P004,1,157000,0.0,completed,web
O000138,3,2026-01-03T17:07,C0411,P075,1,81000,0.0,completed,web
O000139,1,2026-01-03T05:25,C0221,P019,1,37000,0.0,completed,app
O000139,2,2026-01-03T05:25,C0221,P040,1,44000,0.0,completed,app
O000140,1,2026-01-03T14:19,C0309,P008,1,279000,0.0,completed,app
O000141,1,2026-01-03T09:38,C0457,P075,1,81000,0.0,completed,web
O000142,1,2026-01-03T13:00,C0001,P017,1,274000,0.0,completed,web
O000142,2,2026-01-03T13:00,C0001,P001,1,193000,0.0,completed,web
O000143,1,2026-01-03T10:14,C0109,P044,1,85000,0.0,completed,app
O000144,1,2026-01-03T17:02,C0146,P045,1,64000,0.0,completed,app
O000144,2,2026-01-03T17:02,C0146,P040,1,44000,0.0,completed,app
O000144,3,2026-01-03T17:02,C0146,P001,1,193000,0.0,completed,app
O000145,1,2026-01-03T17:19,C0397,P008,1,279000,0.0,completed,app
O000145,2,2026-01-03T17:19,C0397,P032,1,45000,0.0,completed,app
O000145,3,2026-01-03T17:19,C0397,P040,1,44000,0.0,completed,app
O000146,1,2026-01-03T18:26,C0346,P019,1,37000,0.0,completed,app
O000146,2,2026-01-03T18:26,C0346,P017,1,274000,0.0,completed,app
O000146,3,2026-01-03T18:26,C0346,P008,1,279000,0.0,completed,app
O000147,1,2026-01-03T10:13,C0435,P074,1,107000,0.0,completed,web
O000148,1,2026-01-03T14:44,C0160,P008,1,279000,0.0,completed,app
O000148,2,2026-01-03T14:44,C0160,P008,2,279000,0.0,completed,app
O000148,3,2026-01-03T14:44,C0160,P011,2,265000,0.0,completed,app
O000149,1,2026-01-03T20:53,C0430,P080,1,109000,0.0,completed,app
O000150,1,2026-01-03T20:57,C0011,P005,1,227000,0.0,completed,app
O000151,1,2026-01-03T13:16,C0295,P001,1,193000,0.0,returned,app
O000152,1,2026-01-03T13:54,C0058,P001,1,193000,0.0,completed,app
O000153,1,2026-01-03T14:11,C0279,P011,1,265000,0.0,completed,app
O000153,2,2026-01-03T14:11,C0279,P006,1,275000,0.0,completed,app
O000154,1,2026-01-03T11:36,C0196,P008,1,279000,0.0,completed,app
O000155,1,2026-01-03T13:34,C0600,P017,1,274000,0.0,completed,app
O000156,1,2026-01-03T21:23,C0204,P017,1,274000,0.0,completed,web
O000157,1,2026-01-03T18:45,C0489,P011,1,265000,0.0,completed,web
O000158,1,2026-01-03T21:46,C0579,P001,1,193000,0.0,cancelled,app
O000159,1,2026-01-04T10:56,C0096,P040,1,44000,0.0,completed,web
O000159,2,2026-01-04T10:56,C0096,P040,1,44000,0.0,completed,web
O000160,1,2026-01-04T14:35,C0499,P008,1,279000,0.0,completed,app
O000161,1,2026-01-04T16:44,C0418,P043,1,91000,0.0,completed,app
O000161,2,2026-01-04T16:44,C0418,P017,1,274000,0.0,completed,app
O000161,3,2026-01-04T16:44,C0418,P049,1,78000,0.0,completed,app
O000162,1,2026-01-04T18:38,C0512,P034,1,57000,0.0,completed,app
O000163,1,2026-01-04T16:32,C0522,P015,1,222000,0.0,completed,web
O000164,1,2026-01-04T18:20,C0493,P017,1,274000,0.0,completed,web
O000165,1,2026-01-04T14:29,C0346,P045,1,64000,0.0,completed,web
O000165,2,2026-01-04T14:29,C0346,P015,1,222000,0.0,completed,web
O000166,1,2026-01-04T21:35,C0180,P017,1,274000,0.0,completed,web
O000167,1,2026-01-04T17:55,C0465,P075,1,81000,0.0,completed,app
O000168,1,2026-01-04T13:24,C0367,P045,1,64000,0.0,completed,app
O000169,1,2026-01-04T11:20,C0478,P070,1,114000,0.0,completed,web
O000170,1,2026-01-04T11:24,C0033,P017,1,274000,0.0,completed,web
O000170,2,2026-01-04T11:24,C0033,P064,1,127000,0.0,completed,web
O000171,1,2026-01-04T16:19,C0164,P021,1,72000,0.0,completed,web
O000171,2,2026-01-04T16:19,C0164,P040,1,44000,0.0,completed,web
O000172,1,2026-01-04T04:41,C0009,P008,1,279000,0.0,cancelled,app
O000173,1,2026-01-04T17:03,C0455,P045,1,64000,0.0,completed,web
O000174,1,2026-01-04T14:14,C0406,P042,1,85000,0.0,completed,app
O000175,1,2026-01-04T10:50,C0335,P038,1,38000,0.0,completed,web
O000175,2,2026-01-04T10:50,C0335,P036,1,65000,0.0,completed,web
O000176,1,2026-01-04T13:01,C0278,P013,1,271000,0.0,completed,web
O000177,1,2026-01-04T23:03,C0350,P074,1,107000,0.0,returned,app
O000178,1,2026-01-04T08:09,C0146,P008,1,279000,0.0,completed,web
O000178,2,2026-01-04T08:09,C0146,P045,1,64000,0.0,completed,web
O000179,1,2026-01-04T19:18,C0030,P016,1,169000,0.0,completed,web
O000180,1,2026-01-04T17:33,C0357,P040,1,44000,0.0,completed,app
O000180,2,2026-01-04T17:33,C0357,P070,1,114000,0.0,completed,app
O000181,1,2026-01-04T13:22,C0418,P013,1,271000,0.0,completed,web
O000181,2,2026-01-04T13:22,C0418,P001,1,193000,0.0,completed,web
O000182,1,2026-01-04T22:41,C0386,P009,1,194000,0.0,completed,app
O000182,2,2026-01-04T22:41,C0386,P008,1,279000,0.0,completed,app
O000183,1,2026-01-04T16:15,C0438,P026,1,48000,0.0,completed,web
O000183,2,2026-01-04T16:15,C0438,P001,1,193000,0.0,completed,web
O000184,1,2026-01-04T14:14,C0113,P011,1,265000,0.0,completed,web
O000185,1,2026-01-04T15:44,C0494,P040,1,44000,0.0,completed,app
O000186,1,2026-01-04T04:32,C0418,P042,1,85000,0.0,completed,app
O000187,1,2026-01-04T14:10,C0361,P055,1,88000,0.0,completed,web
O000188,1,2026-01-04T11:02,C0600,P043,1,91000,0.0,completed,app
O000189,1,2026-01-04T13:33,C0148,P007,1,262000,0.0,cancelled,app
O000190,1,2026-01-04T16:45,C0045,P037,1,49000,0.0,completed,web
O000191,1,2026-01-04T18:11,C0137,P016,1,169000,0.0,completed,web
O000192,1,2026-01-04T20:38,C0181,P017,1,274000,0.0,completed,app
O000193,1,2026-01-04T16:03,C0036,P021,1,72000,0.0,completed,app
O000194,1,2026-01-04T13:54,C0558,P010,1,263000,0.0,completed,app
O000195,1,2026-01-04T09:11,C0479,P007,1,262000,0.0,returned,app
O000195,2,2026-01-04T09:11,C0479,P063,1,124000,0.0,returned,app
O000195,3,2026-01-04T09:11,C0479,P061,1,115000,0.0,returned,app
O000196,1,2026-01-04T22:25,C0256,P011,1,265000,0.0,completed,app
O000197,1,2026-01-04T13:14,C0033,P064,1,127000,0.0,completed,web
O000197,2,2026-01-04T13:14,C0033,P042,1,85000,0.0,completed,web
O000197,3,2026-01-04T13:14,C0033,P080,1,109000,0.0,completed,web
O000198,1,2026-01-04T13:29,C0501,P055,1,88000,0.0,completed,web
O000199,1,2026-01-04T19:14,C0383,P017,1,274000,0.0,completed,app
O000200,1,2026-01-04T17:26,C0307,P001,1,193000,0.0,completed,web
O000201,1,2026-01-04T17:27,C0279,P008,1,279000,0.0,returned,web
O000202,1,2026-01-04T09:53,C0006,P011,1,265000,0.0,completed,app
O000203,1,2026-01-04T18:57,C0447,P017,1,274000,0.0,completed,app
O000204,1,2026-01-04T19:30,C0281,P015,1,222000,0.0,completed,app
O000205,1,2026-01-04T17:53,C0595,P040,1,44000,0.0,completed,app
O000205,2,2026-01-04T17:53,C0595,P037,1,49000,0.0,completed,app
O000206,1,2026-01-04T13:46,C0492,P002,1,163000,0.0,completed,app
O000207,1,2026-01-04T14:16,C0077,P016,1,169000,0.0,completed,app
O000207,2,2026-01-04T14:16,C0077,P042,1,85000,0.0,completed,app
O000208,1,2026-01-04T12:07,C0186,P077,1,69000,0.0,completed,app
O000209,1,2026-01-04T11:54,C0353,P073,1,75000,0.0,completed,web
O000210,1,2026-01-04T08:36,C0504,P078,1,108000,0.0,completed,web
O000211,1,2026-01-04T17:33,C0589,P043,1,91000,0.0,completed,app
O000211,2,2026-01-04T17:33,C0589,P044,1,85000,0.0,completed,app
O000212,1,2026-01-04T13:09,C0098,P008,1,279000,0.0,completed,app
O000213,1,2026-01-04T14:36,C0570,P057,1,92000,0.0,completed,web
O000214,1,2026-01-04T15:22,C0595,P012,1,138000,0.0,completed,app
O000215,1,2026-01-04T12:18,C0113,P042,1,85000,0.0,completed,web
O000215,2,2026-01-04T12:18,C0113,P049,1,78000,0.0,completed,web
O000216,1,2026-01-04T17:34,C0397,P012,1,138000,0.0,cancelled,app
O000216,2,2026-01-04T17:34,C0397,P006,1,275000,0.0,cancelled,app
O000217,1,2026-01-04T09:54,C0478,P008,1,279000,0.0,completed,web
O000218,1,2026-01-04T13:54,C0010,P011,1,265000,0.0,completed,web
O000219,1,2026-01-04T12:48,C0504,P059,1,95000,0.0,completed,app
O000219,2,2026-01-04T12:48,C0504,P007,1,262000,0.0,completed,app
O000220,1,2026-01-04T14:44,C0231,P015,1,222000,0.0,completed,app
O000221,1,2026-01-04T10:10,C0005,P010,1,263000,0.0,completed,app
O000221,2,2026-01-04T10:10,C0005,P001,1,193000,0.0,completed,app
O000222,1,2026-01-04T19:13,C0533,P006,1,275000,0.0,completed,web
O000223,1,2026-01-04T18:30,C0450,P048,1,92000,0.0,completed,app
O000224,1,2026-01-04T05:31,C0022,P017,1,274000,0.0,completed,web
O000225,1,2026-01-04T21:38,C0186,P016,1,169000,0.0,completed,app
O000225,2,2026-01-04T21:38,C0186,P043,1,91000,0.0,completed,app
O000225,3,2026-01-04T21:38,C0186,P042,1,85000,0.0,completed,app
O000226,1,2026-01-05T15:14,C0017,P040,1,44000,0.0,completed,web
O000227,1,2026-01-05T15:55,C0366,P008,1,279000,0.0,completed,web
O000228,1,2026-01-05T14:14,C0418,P017,1,274000,0.0,completed,app
O000229,1,2026-01-05T23:58,C0041,P027,1,63000,0.0,completed,web
O000230,1,2026-01-05T14:31,C0036,P069,1,122000,0.0,completed,app
O000231,1,2026-01-05T16:17,C0360,P057,1,92000,0.0,completed,web
O000231,2,2026-01-05T16:17,C0360,P050,1,84000,0.0,completed,web
O000232,1,2026-01-05T11:58,C0325,P067,1,110000,0.0,completed,web
O000233,1,2026-01-05T18:51,C0325,P070,1,114000,0.0,completed,web
O000234,1,2026-01-05T10:24,C0499,P006,1,275000,0.0,returned,app
O000235,1,2026-01-05T18:49,C0153,P038,1,38000,0.0,completed,web
O000235,2,2026-01-05T18:49,C0153,P019,1,37000,0.0,completed,web
O000236,1,2026-01-05T10:59,C0019,P048,1,92000,0.0,completed,app
O000237,1,2026-01-05T10:12,C0393,P001,1,193000,0.0,returned,web
O000238,1,2026-01-05T20:45,C0414,P017,1,274000,0.0,cancelled,app
O000239,1,2026-01-05T15:37,C0080,P030,1,62000,0.0,completed,web
O000240,1,2026-01-05T11:52,C0430,P045,1,64000,0.0,completed,app
O000240,2,2026-01-05T11:52,C0430,P051,1,78000,0.0,completed,app
O000241,1,2026-01-05T12:11,C0357,P017,1,274000,0.0,completed,web
O000241,2,2026-01-05T12:11,C0357,P046,1,59000,0.0,completed,web
O000241,3,2026-01-05T12:11,C0357,P017,1,274000,0.0,completed,web
O000242,1,2026-01-05T16:07,C0294,P074,1,107000,0.0,completed,app
O000242,2,2026-01-05T16:07,C0294,P001,1,193000,0.0,completed,app
O000243,1,2026-01-05T15:20,C0297,P063,1,124000,0.0,completed,app
O000244,1,2026-01-05T12:50,C0493,P043,1,91000,0.0,completed,web
O000244,2,2026-01-05T12:50,C0493,P076,1,101000,0.0,completed,web
O000244,3,2026-01-05T12:50,C0493,P006,1,275000,0.0,completed,web
O000245,1,2026-01-05T18:58,C0595,P055,1,88000,0.0,completed,app
O000246,1,2026-01-05T19:31,C0033,P015,1,222000,0.0,completed,web
O000247,1,2026-01-05T12:28,C0429,P017,1,274000,0.0,completed,app
O000248,1,2026-01-05T18:40,C0005,P026,1,48000,0.0,completed,app
O000249,1,2026-01-05T22:03,C0562,P015,1,222000,0.0,completed,app
O000250,1,2026-01-05T19:07,C0148,P015,1,222000,0.0,returned,app
O000251,1,2026-01-05T19:44,C0199,P017,1,274000,0.0,completed,app
O000252,1,2026-01-05T14:38,C0335,P019,1,37000,0.0,completed,web
O000253,1,2026-01-05T13:29,C0068,P055,1,88000,0.0,completed,web
O000254,1,2026-01-05T13:34,C0293,P015,1,222000,0.0,completed,web
O000255,1,2026-01-05T21:21,C0516,P016,1,169000,0.0,completed,web
O000256,1,2026-01-05T21:27,C0335,P004,1,157000,0.0,completed,web
O000256,2,2026-01-05T21:27,C0335,P030,1,62000,0.0,completed,web
O000257,1,2026-01-05T14:52,C0150,P045,1,64000,0.0,completed,web
O000258,1,2026-01-05T20:58,C0089,P055,1,88000,0.0,completed,web
O000258,2,2026-01-05T20:58,C0089,P076,1,101000,0.0,completed,web
O000258,3,2026-01-05T20:58,C0089,P042,1,85000,0.0,completed,web
O000259,1,2026-01-05T07:16,C0579,P055,1,88000,0.0,completed,app
O000260,1,2026-01-05T16:33,C0596,P008,1,279000,0.0,completed,web
O000261,1,2026-01-05T19:15,C0192,P005,1,227000,0.0,completed,app
O000261,2,2026-01-05T19:15,C0192,P009,1,194000,0.0,completed,app
O000262,1,2026-01-05T13:30,C0266,P037,1,49000,0.0,completed,web
O000263,1,2026-01-05T17:04,C0274,P074,1,107000,0.0,completed,app
O000264,1,2026-01-05T16:11,C0419,P078,1,108000,0.0,completed,web
O000265,1,2026-01-05T12:48,C0325,P015,1,222000,0.0,completed,web
O000266,1,2026-01-05T11:49,C0047,P075,1,81000,0.0,completed,web
O000266,2,2026-01-05T11:49,C0047,P040,2,44000,0.0,completed,web
O000267,1,2026-01-05T17:40,C0259,P040,1,44000,0.0,completed,web
O000267,2,2026-01-05T17:40,C0259,P040,1,44000,0.0,completed,web
O000268,1,2026-01-05T14:10,C0113,P008,1,279000,0.0,completed,web
O000268,2,2026-01-05T14:10,C0113,P011,1,265000,0.0,completed,web
O000268,3,2026-01-05T14:10,C0113,P001,1,193000,0.0,completed,web
O000269,1,2026-01-05T12:15,C0250,P013,1,271000,0.0,completed,app
O000270,1,2026-01-05T15:08,C0150,P042,1,85000,0.0,completed,web
