campaign_id,sent_date,segment,customer_id,channel,delivered,opened,clicked,purchased_7d,revenue
CMP002,2026-02-09,regular,C0504,email,True,False,False,False,0
CMP002,2026-02-09,regular,C0509,email,True,False,False,False,0
CMP002,2026-02-09,regular,C0512,push,True,False,False,False,0
CMP002,2026-02-09,regular,C0526,email,True,True,False,False,0
CMP002,2026-02-09,regular,C0541,kakao,True,True,False,False,0
CMP002,2026-02-09,regular,C0544,sms,True,False,False,False,0
CMP002,2026-02-09,regular,C0554,kakao,True,True,True,True,73000
CMP002,2026-02-09,regular,C0564,email,True,False,False,False,0
CMP002,2026-02-09,regular,C0566,email,True,True,False,False,0
CMP002,2026-02-09,regular,C0567,push,True,False,False,False,0
CMP002,2026-02-09,regular,C0568,email,True,False,False,False,0
CMP002,2026-02-09,regular,C0573,kakao,True,True,True,False,0
CMP002,2026-02-09,regular,C0579,sms,True,False,False,False,0
CMP002,2026-02-09,regular,C0587,email,True,False,False,False,0
CMP002,2026-02-09,regular,C0600,kakao,True,True,False,False,0
CMP003,2026-02-13,dormant,C0006,kakao,True,True,True,True,59000
CMP003,2026-02-13,dormant,C0045,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0064,push,True,False,False,False,0
CMP003,2026-02-13,dormant,C0069,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0072,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0079,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0080,kakao,True,False,False,False,0
CMP003,2026-02-13,dormant,C0084,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0090,kakao,True,False,False,False,0
CMP003,2026-02-13,dormant,C0092,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0094,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0111,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0121,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0126,kakao,True,True,True,False,0
CMP003,2026-02-13,dormant,C0132,sms,True,True,False,False,0
CMP003,2026-02-13,dormant,C0135,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0149,kakao,True,True,False,False,0
CMP003,2026-02-13,dormant,C0154,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0158,push,True,False,False,False,0
CMP003,2026-02-13,dormant,C0175,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0180,push,True,True,False,False,0
CMP003,2026-02-13,dormant,C0216,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0229,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0231,sms,True,True,True,True,44000
CMP003,2026-02-13,dormant,C0234,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0239,kakao,True,True,True,False,0
CMP003,2026-02-13,dormant,C0248,kakao,True,True,False,False,0
CMP003,2026-02-13,dormant,C0272,email,True,True,True,False,0
CMP003,2026-02-13,dormant,C0300,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0326,sms,True,True,True,False,0
CMP003,2026-02-13,dormant,C0347,kakao,True,False,False,False,0
CMP003,2026-02-13,dormant,C0358,push,True,False,False,False,0
CMP003,2026-02-13,dormant,C0372,sms,True,True,False,False,0
CMP003,2026-02-13,dormant,C0375,kakao,True,True,True,False,0
CMP003,2026-02-13,dormant,C0423,email,True,True,False,False,0
CMP003,2026-02-13,dormant,C0434,push,True,False,False,False,0
CMP003,2026-02-13,dormant,C0444,sms,True,True,True,False,0
CMP003,2026-02-13,dormant,C0445,kakao,True,True,False,False,0
CMP003,2026-02-13,dormant,C0454,kakao,True,False,False,False,0
CMP003,2026-02-13,dormant,C0459,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0471,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0480,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0511,kakao,True,False,False,False,0
CMP003,2026-02-13,dormant,C0522,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0537,kakao,True,True,False,False,0
CMP003,2026-02-13,dormant,C0540,sms,True,False,False,False,0
CMP003,2026-02-13,dormant,C0559,kakao,True,True,False,False,0
CMP003,2026-02-13,dormant,C0565,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0575,email,True,False,False,False,0
CMP003,2026-02-13,dormant,C0598,email,True,True,False,False,0
CMP004,2026-02-15,new,C0003,email,True,False,False,False,0
CMP004,2026-02-15,new,C0016,email,True,True,False,False,0
CMP004,2026-02-15,new,C0021,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0027,email,True,False,False,False,0
CMP004,2026-02-15,new,C0030,email,True,False,False,False,0
CMP004,2026-02-15,new,C0031,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0032,email,True,False,False,False,0
CMP004,2026-02-15,new,C0042,sms,True,True,True,False,0
CMP004,2026-02-15,new,C0048,sms,True,True,True,False,0
CMP004,2026-02-15,new,C0050,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0054,kakao,True,False,False,False,0
CMP004,2026-02-15,new,C0067,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0082,email,True,False,False,False,0
CMP004,2026-02-15,new,C0095,push,True,False,False,False,0
CMP004,2026-02-15,new,C0101,sms,True,True,True,True,179000
CMP004,2026-02-15,new,C0102,email,True,False,False,False,0
CMP004,2026-02-15,new,C0107,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0137,email,True,False,False,False,0
CMP004,2026-02-15,new,C0138,email,True,True,False,False,0
CMP004,2026-02-15,new,C0139,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0141,email,True,False,False,False,0
CMP004,2026-02-15,new,C0145,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0152,kakao,True,False,False,False,0
CMP004,2026-02-15,new,C0165,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0195,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0200,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0201,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0203,email,True,False,False,False,0
CMP004,2026-02-15,new,C0219,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0225,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0236,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0243,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0255,sms,True,True,False,False,0
CMP004,2026-02-15,new,C0256,push,True,False,False,False,0
CMP004,2026-02-15,new,C0257,email,True,True,False,False,0
CMP004,2026-02-15,new,C0269,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0278,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0280,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0285,push,True,False,False,False,0
CMP004,2026-02-15,new,C0289,email,True,False,False,False,0
CMP004,2026-02-15,new,C0290,email,True,False,False,False,0
CMP004,2026-02-15,new,C0291,sms,True,True,False,False,0
CMP004,2026-02-15,new,C0301,sms,True,True,False,False,0
CMP004,2026-02-15,new,C0305,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0331,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0342,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0343,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0344,push,True,False,False,False,0
CMP004,2026-02-15,new,C0345,kakao,True,False,False,False,0
CMP004,2026-02-15,new,C0362,kakao,True,False,False,False,0
CMP004,2026-02-15,new,C0363,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0369,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0379,push,True,False,False,False,0
CMP004,2026-02-15,new,C0381,kakao,True,True,True,False,0
CMP004,2026-02-15,new,C0384,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0387,email,True,False,False,False,0
CMP004,2026-02-15,new,C0389,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0390,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0399,email,True,False,False,False,0
CMP004,2026-02-15,new,C0402,email,True,False,False,False,0
CMP004,2026-02-15,new,C0412,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0422,push,True,True,False,False,0
CMP004,2026-02-15,new,C0426,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0427,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0431,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0442,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0466,sms,True,True,True,False,0
CMP004,2026-02-15,new,C0474,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0491,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0497,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0503,email,True,False,False,False,0
CMP004,2026-02-15,new,C0514,push,True,False,False,False,0
CMP004,2026-02-15,new,C0517,email,True,False,False,False,0
CMP004,2026-02-15,new,C0527,email,True,True,True,False,0
CMP004,2026-02-15,new,C0529,kakao,True,False,False,False,0
CMP004,2026-02-15,new,C0531,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0534,email,True,False,False,False,0
CMP004,2026-02-15,new,C0549,email,True,False,False,False,0
CMP004,2026-02-15,new,C0555,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0557,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0562,email,True,True,True,False,0
CMP004,2026-02-15,new,C0576,sms,True,False,False,False,0
CMP004,2026-02-15,new,C0578,kakao,True,False,False,False,0
CMP004,2026-02-15,new,C0584,kakao,True,False,False,False,0
CMP004,2026-02-15,new,C0588,email,True,False,False,False,0
CMP004,2026-02-15,new,C0590,kakao,True,True,False,False,0
CMP004,2026-02-15,new,C0593,email,True,True,True,False,0
CMP005,2026-03-15,vip,C0018,sms,True,False,False,False,0
CMP005,2026-03-15,vip,C0068,push,True,True,True,False,0
CMP005,2026-03-15,vip,C0110,email,True,False,False,False,0
CMP005,2026-03-15,vip,C0113,sms,True,True,True,False,0
CMP005,2026-03-15,vip,C0123,kakao,True,False,False,False,0
CMP005,2026-03-15,vip,C0190,email,True,False,False,False,0
CMP005,2026-03-15,vip,C0214,sms,True,True,False,False,0
CMP005,2026-03-15,vip,C0240,sms,True,False,False,False,0
CMP005,2026-03-15,vip,C0249,sms,True,False,False,False,0
CMP005,2026-03-15,vip,C0279,email,True,True,False,False,0
CMP005,2026-03-15,vip,C0357,kakao,True,True,False,False,0
CMP005,2026-03-15,vip,C0383,sms,True,False,False,False,0
CMP005,2026-03-15,vip,C0451,kakao,True,True,False,False,0
CMP005,2026-03-15,vip,C0515,sms,True,False,False,False,0
CMP005,2026-03-15,vip,C0577,sms,True,False,False,False,0
CMP005,2026-03-15,vip,C0595,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0010,kakao,True,True,False,False,0
CMP006,2026-03-04,regular,C0011,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0040,sms,True,True,True,True,175000
CMP006,2026-03-04,regular,C0041,kakao,True,True,False,False,0
CMP006,2026-03-04,regular,C0051,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0052,kakao,True,True,True,False,0
CMP006,2026-03-04,regular,C0066,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0077,sms,True,True,False,False,0
CMP006,2026-03-04,regular,C0085,sms,True,True,False,False,0
CMP006,2026-03-04,regular,C0089,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0093,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0096,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0103,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0108,push,True,False,False,False,0
CMP006,2026-03-04,regular,C0129,sms,True,True,False,False,0
CMP006,2026-03-04,regular,C0140,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0155,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0167,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0176,push,True,False,False,False,0
CMP006,2026-03-04,regular,C0179,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0196,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0205,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0217,kakao,True,True,True,False,0
CMP006,2026-03-04,regular,C0220,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0230,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0246,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0250,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0259,email,True,True,False,False,0
CMP006,2026-03-04,regular,C0277,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0281,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0294,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0302,kakao,True,True,True,False,0
CMP006,2026-03-04,regular,C0317,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0351,push,True,False,False,False,0
CMP006,2026-03-04,regular,C0361,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0368,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0398,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0404,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0406,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0411,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0417,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0443,push,True,False,False,False,0
CMP006,2026-03-04,regular,C0450,push,True,True,True,False,0
CMP006,2026-03-04,regular,C0458,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0481,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0482,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0489,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0490,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0494,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0502,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0509,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0524,sms,True,True,False,False,0
CMP006,2026-03-04,regular,C0544,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0550,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0554,kakao,True,True,True,False,0
CMP006,2026-03-04,regular,C0556,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0566,sms,True,False,False,False,0
CMP006,2026-03-04,regular,C0567,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0568,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0569,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0572,email,True,False,False,False,0
CMP006,2026-03-04,regular,C0573,kakao,True,True,False,False,0
CMP006,2026-03-04,regular,C0579,kakao,True,False,False,False,0
CMP006,2026-03-04,regular,C0582,sms,True,True,False,False,0
CMP006,2026-03-04,regular,C0583,push,True,False,False,False,0
CMP006,2026-03-04,regular,C0596,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0006,push,True,False,False,False,0
CMP007,2026-03-21,dormant,C0025,sms,True,True,False,False,0
CMP007,2026-03-21,dormant,C0064,push,True,False,False,False,0
CMP007,2026-03-21,dormant,C0069,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0074,sms,True,True,False,False,0
CMP007,2026-03-21,dormant,C0080,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0084,kakao,True,True,False,False,0
CMP007,2026-03-21,dormant,C0090,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0091,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0092,email,True,True,False,False,0
CMP007,2026-03-21,dormant,C0111,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0112,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0121,email,True,True,False,False,0
CMP007,2026-03-21,dormant,C0126,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0132,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0149,kakao,True,True,True,True,83000
CMP007,2026-03-21,dormant,C0151,sms,True,True,False,False,0
CMP007,2026-03-21,dormant,C0158,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0161,kakao,True,True,False,False,0
CMP007,2026-03-21,dormant,C0175,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0180,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0183,kakao,True,True,False,False,0
CMP007,2026-03-21,dormant,C0184,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0231,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0234,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0239,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0242,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0248,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0261,sms,True,True,True,False,0
CMP007,2026-03-21,dormant,C0266,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0284,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0297,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0300,email,True,True,False,False,0
CMP007,2026-03-21,dormant,C0307,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0311,kakao,True,True,False,False,0
CMP007,2026-03-21,dormant,C0312,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0320,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0326,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0330,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0336,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0341,sms,True,True,True,False,0
CMP007,2026-03-21,dormant,C0347,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0372,sms,True,True,False,False,0
CMP007,2026-03-21,dormant,C0375,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0419,kakao,True,True,True,False,0
CMP007,2026-03-21,dormant,C0423,kakao,True,True,False,False,0
CMP007,2026-03-21,dormant,C0434,kakao,True,True,False,False,0
CMP007,2026-03-21,dormant,C0441,sms,True,True,False,False,0
CMP007,2026-03-21,dormant,C0444,kakao,True,True,False,False,0
CMP007,2026-03-21,dormant,C0454,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0459,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0460,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0472,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0480,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0511,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0519,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0521,sms,True,True,True,False,0
CMP007,2026-03-21,dormant,C0522,email,True,True,False,False,0
CMP007,2026-03-21,dormant,C0523,sms,True,True,True,True,206000
CMP007,2026-03-21,dormant,C0530,email,True,False,False,False,0
CMP007,2026-03-21,dormant,C0537,kakao,True,True,True,False,0
CMP007,2026-03-21,dormant,C0559,kakao,True,False,False,False,0
CMP007,2026-03-21,dormant,C0571,sms,True,False,False,False,0
CMP007,2026-03-21,dormant,C0575,push,True,False,False,False,0
CMP007,2026-03-21,dormant,C0594,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0003,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0012,kakao,True,True,True,False,0
CMP008,2026-03-14,new,C0016,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0019,email,True,False,False,False,0
CMP008,2026-03-14,new,C0020,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0021,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0027,email,True,True,False,False,0
CMP008,2026-03-14,new,C0030,email,True,False,False,False,0
CMP008,2026-03-14,new,C0037,email,True,False,False,False,0
CMP008,2026-03-14,new,C0048,kakao,True,True,False,False,0
CMP008,2026-03-14,new,C0050,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0060,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0062,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0073,email,True,False,False,False,0
CMP008,2026-03-14,new,C0075,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0095,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0102,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0107,kakao,True,True,True,False,0
CMP008,2026-03-14,new,C0119,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0137,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0138,kakao,True,True,True,False,0
CMP008,2026-03-14,new,C0141,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0143,email,True,False,False,False,0
CMP008,2026-03-14,new,C0145,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0152,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0159,email,True,False,False,False,0
CMP008,2026-03-14,new,C0165,email,True,False,False,False,0
CMP008,2026-03-14,new,C0168,email,True,True,False,False,0
CMP008,2026-03-14,new,C0169,email,True,False,False,False,0
CMP008,2026-03-14,new,C0177,email,True,True,True,True,70000
CMP008,2026-03-14,new,C0178,sms,True,True,False,False,0
CMP008,2026-03-14,new,C0200,email,True,False,False,False,0
CMP008,2026-03-14,new,C0201,kakao,True,True,False,False,0
CMP008,2026-03-14,new,C0210,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0219,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0225,kakao,True,True,True,False,0
CMP008,2026-03-14,new,C0226,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0236,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0238,email,True,False,False,False,0
CMP008,2026-03-14,new,C0245,email,True,True,False,False,0
CMP008,2026-03-14,new,C0255,email,True,False,False,False,0
CMP008,2026-03-14,new,C0256,push,True,False,False,False,0
CMP008,2026-03-14,new,C0257,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0263,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0280,email,True,False,False,False,0
CMP008,2026-03-14,new,C0285,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0286,sms,True,True,False,False,0
CMP008,2026-03-14,new,C0290,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0298,kakao,True,True,False,False,0
CMP008,2026-03-14,new,C0305,kakao,True,True,False,False,0
CMP008,2026-03-14,new,C0314,push,True,True,False,False,0
CMP008,2026-03-14,new,C0324,sms,True,True,False,False,0
CMP008,2026-03-14,new,C0329,kakao,True,True,False,False,0
CMP008,2026-03-14,new,C0331,push,True,False,False,False,0
CMP008,2026-03-14,new,C0337,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0340,email,True,False,False,False,0
CMP008,2026-03-14,new,C0345,push,True,False,False,False,0
CMP008,2026-03-14,new,C0348,email,True,False,False,False,0
CMP008,2026-03-14,new,C0354,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0356,sms,True,True,False,False,0
CMP008,2026-03-14,new,C0362,kakao,True,True,True,False,0
CMP008,2026-03-14,new,C0369,email,True,False,False,False,0
CMP008,2026-03-14,new,C0376,push,True,True,False,False,0
CMP008,2026-03-14,new,C0379,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0381,email,True,False,False,False,0
CMP008,2026-03-14,new,C0384,email,True,False,False,False,0
CMP008,2026-03-14,new,C0389,email,True,False,False,False,0
CMP008,2026-03-14,new,C0390,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0391,email,True,False,False,False,0
CMP008,2026-03-14,new,C0395,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0396,email,True,False,False,False,0
CMP008,2026-03-14,new,C0399,email,True,False,False,False,0
CMP008,2026-03-14,new,C0402,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0412,kakao,True,True,True,False,0
CMP008,2026-03-14,new,C0414,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0428,push,True,False,False,False,0
CMP008,2026-03-14,new,C0461,sms,True,False,False,False,0
CMP008,2026-03-14,new,C0462,kakao,True,True,False,False,0
CMP008,2026-03-14,new,C0464,kakao,True,False,False,False,0
CMP008,2026-03-14,new,C0466,push,True,True,False,False,0
